yyyymm,PET.LPG.CON,PET.NAP.CON,PET.MSP.CON,PET.ATF.CON,PET.SKO.CON,PET.HSD.CON,PET.LDO.CON,PET.LUB.CON,PET.SEC.CON,PET.BIT.CON,PET.PCK.CON,PET.OTH.CON,PET.TOT.CON,Total,
01-06-2015,1490.4,1026.2,1767.2,512.9,566.5,6290.7,40.9,299.8,509.4,461,1263.3,546.1,14774.4,29548.8,
01-07-2015,1582.6,1174.1,1671.7,499.7,576.4,5704.8,34.6,270.1,536.6,285.6,1553.5,479.5,14369.2,28738.4,
01-08-2015,1549.8,1194.3,1764.4,502.3,572.7,5425.8,30.9,259.9,531.3,239.1,1533.8,590.6,14194.9,28389.8,
01-09-2015,1619.7,1048.1,1879.3,496.9,563.3,5885,36.9,288.2,594.5,301.4,1634.4,559.7,14907.4,29814.8,
01-10-2015,1688.1,1087.2,1850.5,533.9,575.7,6347.3,36.1,241.1,526,519.6,1522.8,535.8,15464.1,30928.2,
01-11-2015,1616,1011.6,1773.3,538.6,567.4,6109.5,27.4,302.4,508.3,432.9,1407.3,549.8,14844.5,29689,
01-12-2015,1795.9,1143,1821.6,547.2,573.5,6484.5,36.1,294,521.6,568.7,1508,551.2,15845.3,31690.6,
01-01-2016,1705,1164.3,1814.7,532,560.1,6285,32.4,312,627.6,550,2158.7,495.8,16237.6,32475.2,
01-02-2016,1747.3,1072.3,1839.6,524.2,559.8,6411.7,32.3,337.3,602.6,635.1,2049.8,526.6,16338.6,32677.2,
01-03-2016,1852.2,1167.7,2046.5,579.5,566,6783.1,49.4,403.4,739.8,787.7,1967.7,528.1,17471.1,34942.2,
01-04-2016,1596.6,1189.9,1995.9,556.8,516.1,6768,33.9,283,655.5,677.8,1684.3,492.8,16450.6,32901.2,
01-05-2016,1605.7,1080.8,2082.8,571,530.4,6957.7,36,298.6,638.6,683.9,1931.4,522.6,16939.5,33879,
01-06-2016,1613.4,1127.3,1845.5,553,533,6386.1,37,335.5,633.8,509.7,2412,563.9,16550.2,33100.4,
01-07-2016,1722.2,1199.4,1917.8,558.3,502.2,5806.8,35.3,324.4,596.2,227.2,2173,595.7,15658.5,31317,
01-08-2016,1846,1146,2204.5,555.3,496.5,6133.7,40.9,254.4,581.7,210.6,2778.9,562.2,16810.7,33621.4,
01-09-2016,1872.8,1078.6,1814.9,573.6,501,5212.9,36.8,247.2,633.6,267.3,1977.7,565.3,14781.7,29563.4,
01-10-2016,1858.4,1155.4,2105.9,569.8,380,6674.7,42.8,276.4,610,456.8,1902,562.9,16595.1,33190.2,
01-11-2016,1872.9,1074.9,2026.4,591,386.8,6749.9,41.5,296.1,564.6,529.6,1729.2,524.6,16387.5,32775,
01-12-2016,1939,1036,1964.9,640.7,398.9,6570.3,39.3,295.5,611.4,572.4,1648.8,459.4,16176.6,32353.2,
01-01-2017,1989.1,986.8,1804.4,632.2,366.8,5803.5,35,275.8,542.4,509.3,1815.3,573.7,15334.3,30668.6,
01-02-2017,1804.1,1070.2,1896.4,578.9,370.8,6161,35.2,283.1,526.2,571.2,1725.3,519.1,15541.5,31083,
01-03-2017,1888,1095.5,2105.4,617,414.2,6802.2,35.3,300.1,556.4,719.6,2186.1,651.2,17371,34742,
01-04-2017,1657.14301,999.5402,2089.99554,610.00341,331.1923,6970.90567,38.92416,283.562772,603.22343,573.222812,2326.287346,580.63644,17064.63709,34129.27418,
01-05-2017,1790.311203,1005.63599,2409.05892,627.09564,352.98643,7526.6134,31.8302,270.518042,676.83161,685.974418,2234.360929,593.088446,18204.30523,36408.61046,
01-06-2017,1885.188976,967.44178,2070.52029,600.47758,357.41228,6799.53633,34.91431,276.165664,522.27412,451.190146,1892.445519,648.892476,16506.45947,33012.91894,
01-07-2017,1927.281481,732.44516,2145.66876,610.90913,317.35599,6302.27288,38.41065,265.345879,564.82069,206.539295,2210.811512,667.951728,15989.81316,31979.62632,
01-08-2017,2048.769994,1125.82213,2191.3434,612.63572,291.90496,5919.41771,36.91917,251.366713,520.79162,211.521896,2746.303464,639.293386,16596.09016,33192.18032,
01-09-2017,1933.719983,1171.07106,2143.30466,614.49885,332.93599,6075.37992,43.19675,324.755809,559.38725,275.196048,2227.351414,652.885284,16353.68302,32707.36604,
01-10-2017,1970.391069,1176.3004,2227.7745,632.16749,311.19241,6547.37046,30.83715,345.44114,558.37529,396.168126,2299.929265,808.311988,17304.25929,34608.51858,
01-11-2017,1997.518678,1100.46647,2131.83048,650.07801,313.92588,7270.45025,53.27662,347.668269,537.71628,611.945243,1899.137164,668.913618,17582.92696,35165.85392,
01-12-2017,2050.59355,1106.70748,2176.82916,661.28135,325.34221,7119.75547,62.56433,344.789508,542.07148,626.871383,2220.586195,691.758617,17929.15073,35858.30146,
01-01-2018,2081.736059,1273.67582,2095.89936,707.52174,318.33221,6653.16108,55.21814,348.708218,584.17408,570.418523,1796.051411,746.636217,17231.53286,34463.06572,
01-02-2018,1940.311725,1025.59396,2088.473,614.87934,309.05213,6539.62405,46.55121,404.845173,507.6068,677.306134,1866.3574,755.116683,16775.71761,33551.43522,
01-03-2018,2058.855311,1203.90654,2403.78029,691.13614,283.48532,7348.94924,51.14483,420.716125,543.69939,799.497503,1937.107103,885.313477,18627.59127,37255.18254,
01-04-2018,1863.9,1162.6,2283.7,708.7,306.6,7173.3,56.1,194,556,691.7,1923.6,829.7,17749.9,35499.8,
01-05-2018,2050.3,975,2456.7,680.6,283.1,7566.6,43.2,289.2,522.8,720.7,2096.5,938.3,18623,37246,
01-06-2018,1930.4,1094.4,2378.7,669.7,314.2,7342.2,44.1,335,552.1,558.4,1899.1,959.7,18078,36156,
01-07-2018,2032.6,1301,2316,679.9,292.4,6610.4,43.9,269.8,509.1,286.2,1764.4,987.5,17093.2,34186.4,
01-08-2018,2119.5,1108.1,2362.7,686.4,305.05,6187,46.6,311.5,595.1,210.3,1721,973.8,16627.05,33254.1,
01-09-2018,2059.8,1138.8,2232.5,677.4,283.05,6027,44.6,274.2,545.9,370.1,1469.1,943.7,16066.15,32132.3,
01-10-2018,2064.3,1339.5,2332.2,705.7,288.5,7023.6,48.9,350.5,555.3,542.9,1371.2,1039.5,17662.1,35324.2,
01-11-2018,1840.6,1223.1,2318.9,678.3,277.5,6940.9,47.5,302.5,490.5,494.8,1397.1,970.3,16982,33964,
01-12-2018,2165,1300.3,2395,720.1,280.3,7388.7,51.9,300.6,621.1,619.2,1922.1,1046.2,18810.5,37621,
01-01-2019,2308.8,1092.4,2373.8,722.1,265.6,7072.3,64.8,291.8,548.2,662.4,2007.3,1110.2,18519.7,37039.4,
01-02-2019,2209.5,1198.5,2256.5,655.5,271.9,6737.1,60.1,294,529.7,661.1,1614.3,952.7,17440.9,34881.8,
01-03-2019,2262.1,1197.5,2577.6,715.6,291.3,7459.1,46.4,454.8,537.7,889.8,2160.3,971.6,19563.8,39127.6,
01-04-2019,1900.289509,966.264941,2459.123969,645.675794,254.35419,7323.868118,45.032774,264.665667,498.383523,690.530146,2253.614992,1039.096049,18340.89967,36681.79934,
01-05-2019,2054.194916,785.911275,2737.414128,679.582945,268.062045,7788.688397,49.381142,362.525769,516.419001,726.479894,2298.831708,949.023222,19216.51444,38433.02888,
01-06-2019,1793.346899,982.872148,2638.672258,649.670935,260.048364,7451.632457,53.48165,300.870428,477.701687,547.89401,1547.542788,975.139103,17678.87273,35357.74546,
01-07-2019,2219.15934,1465.188188,2522.90777,658.258018,195.023566,6841.72779,51.507755,344.685564,571.281343,407.05955,1688.275985,1023.516956,17988.59183,35977.18366,
01-08-2019,2401.711615,1366.76299,2574.929091,666.380743,231.369372,6117.210831,63.210866,310.304843,481.186467,230.650111,1778.062606,908.128538,17129.90807,34259.81614,
01-09-2019,2163.814833,1101.729798,2372.294918,653.495475,176.336631,5837.595291,60.098124,310.861004,530.765333,320.764226,1755.793802,905.51019,16189.05963,32378.11926,
01-10-2019,2348.14939,1127.748285,2539.306914,697.482362,170.212388,6510.229137,48.287084,326.233601,473.369974,445.655727,1664.508033,992.363888,17343.54678,34687.09356,
01-11-2019,2260.65915,1248.372395,2534.738305,708.724173,188.225426,7565.553482,50.602727,335.052346,460.530061,584.841206,1673.004219,902.22315,18512.52664,37025.05328,
01-12-2019,2354.145797,1272.193921,2473.264157,728.970799,152.674371,7387.314096,46.001594,306.533653,628.037548,629.552543,2001.610949,965.267157,18945.56659,37891.13318,
01-01-2020,2435.052564,1419.304715,2456.156171,738.526258,164.036551,6956.407884,57.334934,374.381068,604.562238,699.895144,1863.702654,976.431912,18745.79209,37491.58418,
01-02-2020,2105.801455,1219.055666,2510.95346,688.979094,184.590859,7161.954376,53.994993,321.399401,587.411116,813.570419,1590.91138,866.07691,18104.69913,36209.39826,
01-03-2020,2293.45453,1312.374461,2155.727265,482.86244,151.890737,5659.830647,48.865902,275.874437,471.890828,623.475874,1592.299709,862.102023,15930.64885,31861.2977,
01-04-2020,2113.066088,730.091547,973.005416,55.179245,129.131799,3252.109307,27.739106,167.599858,283.008625,186.592107,775.493153,680.394625,9373.410875,18746.82175,
01-05-2020,2296.142332,992.66785,1770.530742,109.974842,181.131192,5494.375364,70.964387,147.668997,468.89868,590.340533,2500.093703,769.165189,15391.95381,30783.90762,
01-06-2020,2064.079344,1218.487078,2282.27301,221.640028,161.245402,6298.707664,62.533835,244.270653,465.563415,750.782689,1408.714117,879.689701,16057.98694,32115.97388,
01-07-2020,2257.702505,1296.873424,2260.927711,233.133915,160.682518,5506.422597,62.410293,345.679428,468.620011,413.777583,1647.707338,932.042118,15585.97944,31171.95888,
01-08-2020,2261.909157,1075.370469,2381.722876,256.303667,132.30473,4842.672738,61.799248,366.3443,457.844503,269.683357,1407.87718,876.150796,14389.98302,28779.96604,
01-09-2020,2261.370374,1120.393866,2450.789567,313.131959,166.542814,5486.672086,65.25159,396.461647,451.911195,415.149206,1108.485659,893.61188,15129.77184,30259.54368,
01-10-2020,2420.576795,1345.720304,2654.613128,359.766402,139.254559,7001.113695,69.272614,390.878583,479.605557,639.716284,1286.854434,936.585197,17723.95755,35447.9151,
01-11-2020,2351.802686,1403.428191,2665.346284,375.868659,154.65983,7039.038985,68.636389,421.115869,483.366744,716.705697,1145.236935,2516.437487,19341.64376,38683.28752,
01-12-2020,2523.288407,1212.089737,2705.882833,426.707165,135.271835,7191.978692,88.004493,439.129429,529.053568,855.533539,1244.179826,1009.440247,18360.55977,36721.11954,
01-01-2021,2490.092395,1208.977851,2611.320747,440.632607,145.973991,6806.432193,86.932281,391.900957,516.201753,820.80379,1003.731908,1118.72727,17641.72774,35283.45548,
01-02-2021,2262.013532,1216.605569,2472.282769,431.818144,136.978537,6568.501945,79.577841,387.759073,475.764487,853.025931,793.568723,992.653623,16670.55018,33341.10035,
01-03-2021,2256.382856,1279.649566,2740.298628,473.598346,154.694042,7224.70105,111.942146,398.489357,506.643104,1011.804674,1283.209596,1186.382786,18627.79615,37255.5923,
01-04-2021,2102.151051,1163.63482,2385.958346,411.755138,105.33285,6675.631729,96.055657,355.45851,517.305195,818.111301,797.04754,895.020998,16323.46314,32646.92628,
01-05-2021,2156.270896,1171.029103,1990.985255,267.668787,136.392174,5532.188563,76.831272,318.256015,421.519063,653.269332,981.245825,872.910313,14578.5666,29157.1332,
01-06-2021,2251.484175,1087.674769,2409.178901,257.07909,136.149372,6195.272664,94.20589,316.37701,503.992478,569.974397,1004.439424,866.095899,15691.92407,31383.84814,
01-07-2021,2356.784149,1115.850133,2630.347322,315.331198,130.263684,6134.223179,76.990903,319.136669,470.175873,434.652571,1168.091031,1185.269,16337.11571,32674.23142,
01-08-2021,2316.699303,919.808925,2692.055789,379.305967,128.737215,5602.954256,82.261482,364.468515,517.185201,311.688926,927.650226,968.287784,15211.10359,30422.20718,
01-09-2021,2355.779971,1016.124454,2597.9368,409.062663,131.708981,5512.955802,85.374462,377.044296,543.123512,397.391024,891.105778,1281.900557,15599.5083,31199.0166,
01-10-2021,2481.016745,1179.903871,2750.48345,478.81734,124.508495,6616.313154,89.557261,458.188598,558.952082,659.618656,1201.933319,977.787357,17577.08033,35154.16066,
01-11-2021,2335.974165,1065.638866,2645.237275,503.858984,123.387631,6505.851881,64.983561,353.5699,500.291866,546.528858,926.122123,1143.45479,16714.8999,33429.7998,
01-12-2021,2469.328151,1098.643414,2815.851621,552.035174,119.465445,7302.330994,92.559942,449.855945,566.250068,771.645623,1682.814408,981.284604,18902.06539,37804.13078,
01-01-2022,2562.194927,1195.737213,2472.984397,455.519652,126.170591,6365.634881,91.520017,309.912189,542.847874,826.31504,1781.868682,1016.712162,17747.41762,35494.83525,
01-02-2022,2393.473369,1099.967301,2549.795709,434.891577,117.072152,6510.92192,84.976917,379.9644,530.358028,883.855243,1519.939327,992.164547,17497.38049,34994.76098,
01-03-2022,2472.331305,1131.578055,2908.142209,542.636936,114.182666,7704.43942,82.178979,538.109764,589.802364,943.278765,1373.174269,1116.277869,19516.1326,39032.2652,
01-04-2022,2157.463942,973.561944,2797.371202,552.724276,72.280297,7199.200556,52.144595,318.159851,521.988662,801.007106,1726.358159,1282.702769,18454.96336,36909.92672,
01-05-2022,2158.679332,828.486735,3016.921323,595.728957,67.702062,7287.412392,54.759704,300.932777,548.232402,734.110745,1472.018788,1305.150253,18370.13547,36740.27094,
01-06-2022,2225.498619,947.950173,2968.47016,588.165651,45.288212,7673.903465,57.364017,290.917662,550.18919,689.771757,1297.105122,1190.695193,18525.31922,37050.63844,
01-07-2022,2403.588377,1150.920915,2808.353729,578.59311,23.241758,6633.359888,60.00619,310.692752,557.559253,340.909649,1668.608255,1213.415507,17749.24938,35498.49876,
01-08-2022,2388.160714,1088.616687,3005.643032,591.687939,31.547753,6342.573096,66.313297,242.840984,616.910662,316.360735,1230.469678,1516.431569,17437.55615,34875.1123,
01-09-2022,2440.862383,1008.577472,2827.021356,588.277943,40.965379,6252.51972,62.048576,266.267122,604.330326,362.760359,1381.868787,1064.967676,16900.4671,33800.9342,
01-10-2022,2394.04281,860.537095,2996.488298,615.777712,33.562835,6985.956746,66.194868,354.736669,592.400858,590.081313,1722.465684,1366.514323,18578.75921,37157.51842,
01-11-2022,2461.305694,931.294231,2860.914809,617.634081,38.470309,7762.770658,56.361904,301.905312,579.441725,845.245381,1514.637637,1127.792052,19097.77379,38195.54758,
01-12-2022,2569.590535,1039.611041,2983.698108,658.997315,39.732904,7786.431772,65.139324,297.377503,622.031762,716.698178,1418.600795,1339.640166,19537.5494,39075.0988,
01-01-2023,2506.562512,1132.762603,2827.465238,667.463655,33.31284,7178.015181,50.137752,301.899333,594.729356,708.466166,1382.115467,1127.105272,18510.03537,37020.07075,
01-02-2023,2391.296451,1067.142657,2776.397064,622.705457,33.273834,7002.506972,56.046077,333.340629,576.101641,874.028492,1569.275493,1340.824581,18642.93935,37285.8787,
01-03-2023,2406.452588,1128.565553,3107.237711,688.338305,30.20235,7793.172653,78.428928,420.423565,590.431353,1061.406307,1960.994621,1937.857756,21203.51169,42407.02338,
01-04-2023,2154,1113,2877,656,30,7818,61,274,585,878,1379,882,18707,37414,
01-05-2023,2347,1149,3348,670,42,8218,69,292,574,740,1428,1180,20057,40114,
01-06-2023,2233,976,3152,642,51,7911,64,321,518,746,1588,1112,19314,38628,
